1,20140107
663489543-0,Mauv,2XL,899.9,George King,114 Bunting Trail,Anguilla,6-(966)822-2526,365,Nancy Ross,Order via Third Party,SpringPromotion,44,20140606,20140308,20140816,956.28,538.97,12.32,Zoozzy
432296040-5,Blue,2XL,350.57,Nicholas Roberts,337 Grayhawk Court,Faroe Islands,8-(624)742-2675,958,Nicholas Williams,OnlineSales,BankHolidayPromotion,60,20141106,20140713,20140208,599.04,700.76,45.09,Dabshots
529470345-9,Green,M,109.64,Terry Jacobs,8043 Farragut Road,Liberia,7-(279)990-5229,21,Shirley White,OnlineSales,XMASPromotion,19,20140812,20140210,20140510,752.39,944.57,48.71,Gigabox
004166755-7,Khaki,S,714.74,Stephanie Barnes,60 Superior Trail,Bulgaria,2-(091)737-2301,268,Laura Davis,Order via Third Party,WinterPromotion,30,20140801,20140604,20140818,918.4,468.65,84.49,Quamba
241581917-4,Red,3XL,582.58,Marie Pierce,403 Loeprich Trail,Qatar,2-(963)734-7511,216,Benjamin Gray,Order via Third Party,AutumnPromotion,25,20141113,20141107,20141009,898.02,490.51,29.6,Voonte
641749581-7,Goldenrod,XS,121.65,Ashley Stanley,0 Fremont Avenue,Luxembourg,0-(503)948-2198,68,Ernest Lawson,Onsite Consultant Sales,ValentinesPromotion,95,20140601,20140213,20140606,556.5,712.77,88.21,Izio
039745923-8,Pink,XS,733.14,Henry Perkins,52029 Mcbride Center,Algeria,7-(206)500-5150,779,Irene Bowman,Onsite Consultant Sales,XMASPromotion,35,20141014,20140317,20140610,903.24,349.18,16.12,Pixonyx
376946289-0,Turquoise,2XL,649.8,Kevin Graham,7 Armistice Avenue,Palau,5-(034)563-6985,149,Frank Perry,Onsite Consultant Sales,XMASPromotion,84,20140409,20140202,20140403,854.48,931.79,94.41,Aivee
820296824-0,Fuscia,3XL,194.05,Antonio Hunt,0071 Acker Court,Bahrain,8-(467)447-9268,31,Louise James,Order via Third Party,NewYearPromotion,28,20140302,20141120,20141005,167.51,695.77,85.92,Wordpedia
785221675-7,Crimson,S,796.19,Virginia Fernandez,710 Manufacturers Trail,Philippines,6-(482)680-2869,907,Douglas Gardner,Order via Third Party,ValentinesPromotion,82,20140507,20141013,20141004,804.92,628.47,77.58,Oozz
832916508-6,Purple,S,7.43,Katherine Grant,94 Straubel Road,Cocos (Keeling) Island,1-(028)238-0152,531,Donna Martin,Order via Third Party,BankHolidayPromotion,25,20140220,20140714,20140407,24.12,910.14,23.85,Devshare
512436253-7,Blue,2XL,38.85,Susan Ortiz,96622 Pawling Crossing,British Indian Ocean Territory,3-(793)526-5498,340,Walter Daniels,Telephone,XMASPromotion,9,20140807,20140420,20140302,609.18,530.19,74.47,Aibox
914846861-4,Goldenrod,L,649.12,Deborah Rice,054 Anhalt Park,Benin,7-(432)816-0675,146,Andrea Banks,Onsite Consultant Sales,AutumnPromotion,80,20140201,20140406,20141112,273.13,14.25,99.11,Gabvine
953160601-3,Fuscia,3XL,723.8,Norma Flores,714 Burning Wood Road,Guadeloupe,6-(012)531-3562,984,Bobby Ford,OnlineSales,ValentinesPromotion,69,20140410,20140317,20140213,546.24,37.09,41.35,Innotype
520063978-6,Goldenrod,L,768.59,Randy Bennett,26803 Southridge Road,Western Sahara,7-(687)327-0655,277,Christina Cruz,Order via Third Party,AutumnPromotion,58,20140313,20140820,20140713,72.35,503.43,5.54,Mynte
286277732-3,Red,L,988.04,Juan Welch,31285 Mockingbird Terrace,Japan,8-(997)862-6700,555,Rebecca Kennedy,Order via Third Party,BankHolidayPromotion,52,20141107,20141103,20140413,366.01,371.38,43.75,Oba
367357639-9,Fuscia,XS,289.44,Sara Carter,349 New Castle Park,British Indian Ocean Territory,8-(932)422-2464,1000,Gloria Lawrence,Onsite Consultant Sales,WinterPromotion,44,20140913,20140812,20140206,64.22,418.99,20.1,Devcast
990456706-9,Pink,L,682.13,Stephanie Stewart,919 Lillian Terrace,Samoa,4-(615)562-4569,206,Amanda Wright,Onsite Consultant Sales,EasterPromotion,96,20140217,20140915,20140916,685.84,20.94,12.98,Katz
754297011-9,Aquamarine,L,106.23,Amanda Kim,5 Gateway Street,Grenada,3-(702)351-7357,534,Karen Fisher,Onsite Consultant Sales,WinterPromotion,47,20140307,20141017,20141008,299.09,69.69,54.32,Tagopia
784398487-9,Blue,S,256.43,Ashley Rivera,5998 Cottonwood Pass,Tuvalu,2-(570)286-5433,427,Ashley Reid,Onsite Consultant Sales,AutumnPromotion,32,20140707,20140414,20140414,266.7,517.54,16.31,Myworks
833644798-9,Yellow,3XL,917.9,Jennifer Olson,8 Roxbury Street,Uruguay,8-(309)945-4244,706,Timothy Morgan,Onsite Consultant Sales,NewYearPromotion,7,20141114,20140601,20140720,808.02,756.04,57.37,Centidel
949193552-6,Purple,L,931.92,Pamela Russell,2 Armistice Park,Montenegro,9-(661)152-6082,106,Jeffrey Chapman,Onsite Consultant Sales,SummerPromotion,30,20140713,20140301,20140513,832.93,13.8,5.85,Buzzster
738089007-7,Violet,L,733.82,Anthony Ellis,616 Cascade Street,India,1-(369)131-4055,587,Paula Rice,OnlineSales,SummerPromotion,55,20140420,20141102,20140916,724.15,927.9,34.8,Skippad
083703098-6,Turquoise,S,773.42,Jean Russell,9121 Service Way,Burkina Faso,8-(531)188-6299,281,Martha Cruz,Order via Third Party,SpringPromotion,70,20140419,20140415,20140911,379.78,654.61,31.79,Topiclounge
421268187-0,Pink,XL,344.98,Catherine Flores,36992 Eagan Crossing,Indonesia,1-(434)215-8811,41,Annie Butler,Onsite Consultant Sales,BankHolidayPromotion,91,20140410,20140811,20140618,309.23,740.44,4.14,Tagpad
909875836-3,Red,3XL,748.63,Brenda Garza,22 Algoma Hill,Somalia,6-(935)151-4429,39,Judith Ryan,Onsite Consultant Sales,BankHolidayPromotion,88,20140408,20140415,20140613,199.4,671.3,67.68,Skyvu
129891936-3,Crimson,3XL,606.44,Kelly Payne,26 Nobel Circle,Montenegro,0-(903)368-4473,991,Jerry Boyd,Order via Third Party,SummerPromotion,73,20140508,20140310,20140914,612.29,426.87,98.69,Thoughtblab
272276980-8,Fuscia,XL,397.94,Jason Hunt,881 American Ash Hill,Falkland Islands (Malvinas),7-(747)452-9844,753,Anthony Griffin,Onsite Consultant Sales,AutumnPromotion,26,20140305,20140302,20140314,667.6,119.88,54.22,Quaxo
173196555-9,Orange,S,755.88,Sean Ward,1 Riverside Court,Tonga,7-(483)097-2825,216,Howard Bennett,Onsite Consultant Sales,AutumnPromotion,66,20140218,20140502,20141108,626.25,275.43,12.03,Innojam
538449515-4,Indigo,XS,3.67,Julie Patterson,4245 Division Avenue,American Samoa,1-(288)888-5351,43,Ernest Ward,OnlineSales,SpringPromotion,70,20140508,20141016,20140501,872.87,97.12,16.53,Photospace
340326118-2,Indigo,XS,517.37,Carlos Hill,87 Scoville Junction,Iraq,4-(723)350-4021,806,Phillip Webb,OnlineSales,SpringPromotion,70,20140919,20140602,20140408,20.56,625.0,36.72,Topicshots
699349417-5,Khaki,2XL,693.38,Mary Nelson,990 Sheridan Street,Brunei Darussalam,8-(514)999-4559,192,Helen Nelson,Telephone,NewYearPromotion,58,20140920,20140315,20141104,32.07,941.34,45.21,Centidel
367250186-7,Violet,2XL,52.52,Tammy Dixon,10 Forest Run Crossing,British Indian Ocean Territory,5-(870)809-3007,791,Mark Chapman,Onsite Consultant Sales,BankHolidayPromotion,10,20140909,20140801,20140916,997.46,422.24,13.88,Zava
540399837-3,Goldenrod,L,584.28,James Bell,6 Park Meadow Court,Belgium,6-(593)888-1957,685,Eric Chapman,Order via Third Party,XMASPromotion,50,20140919,20140420,20140606,272.54,689.58,6.33,Talane
098072306-X,Goldenrod,S,974.84,Irene Phillips,11142 Ridge Oak Circle,Philippines,9-(123)818-1553,202,Kathryn Washington,Onsite Consultant Sales,SpringPromotion,99,20141106,20140904,20140509,675.25,558.92,25.12,Voolith
376424671-5,Crimson,2XL,436.28,Ashley Elliott,9 Harbort Parkway,Malta,5-(435)015-7415,263,Stephen Alvarez,Order via Third Party,AutumnPromotion,52,20140808,20140606,20140412,547.53,804.79,79.25,Browseblab
297389620-7,Crimson,S,713.47,Tammy Gibson,5296 Dawn Point,Cocos (Keeling) Island,4-(239)359-7282,346,Benjamin Moreno,OnlineSales,XMASPromotion,5,20140910,20140310,20141105,688.88,334.53,34.41,Oozz
550754036-5,Blue,M,360.72,Richard Alexander,7 High Crossing Alley,Cuba,3-(033)806-7275,348,Kathleen Cook,OnlineSales,SummerPromotion,10,20141103,20140905,20140320,833.44,332.38,1.21,Kayveo
565401098-0,Purple,2XL,9.72,Bruce Weaver,88 Trailsway Trail,Laos,8-(229)183-2913,472,Fred Perry,Onsite Consultant Sales,XMASPromotion,61,20140810,20140603,20140711,525.34,194.83,14.51,Katz
590218787-7,Mauv,2XL,923.79,Ronald Reyes,3356 Del Sol Trail,US Minor Outlying Islands,6-(294)950-5590,306,Laura Parker,Order via Third Party,SummerPromotion,46,20140203,20140517,20140607,408.03,546.95,35.31,Skaboo
349216400-5,Khaki,XL,232.8,Anna Reynolds,37 Hoard Alley,Micronesia,8-(554)770-4239,26,Helen Murphy,Telephone,WinterPromotion,31,20140913,20140513,20140308,843.85,137.41,40.21,Eamia
458319006-9,Maroon,2XL,662.16,Michael Hamilton,32487 Riverside Plaza,Iceland,6-(676)745-9506,575,Carlos Stevens,OnlineSales,EasterPromotion,72,20140210,20140709,20140614,742.09,985.97,85.58,Bubblebox
797175599-6,Turquoise,XL,61.28,Marilyn Jones,3 Dennis Circle,Belize,8-(767)687-8932,658,Ruth Franklin,OnlineSales,ValentinesPromotion,49,20140201,20141119,20140511,912.55,167.43,5.29,Realmix
585931278-4,Goldenrod,3XL,499.14,David Jones,75162 Atwood Crossing,Zambia,6-(818)532-7884,648,Adam Frazier,Order via Third Party,BankHolidayPromotion,87,20141104,20140715,20140705,174.12,359.73,42.98,Photospace
052850872-5,Purple,L,815.54,Brandon Reid,2 Wayridge Way,Myanmar,3-(966)048-1487,800,Kathy Lynch,OnlineSales,NewYearPromotion,30,20140317,20140216,20140304,952.8,943.67,55.61,Avaveo
066623996-7,Crimson,XS,333.87,Frances Phillips,91087 Darwin Way,Finland,4-(005)488-9568,475,Earl Sullivan,Onsite Consultant Sales,NewYearPromotion,63,20140406,20140805,20140211,669.26,595.72,35.83,Wordtune
663962906-2,Orange,M,214.77,Joan Walker,809 Acker Circle,Albania,4-(449)723-5048,398,Gerald Ellis,Onsite Consultant Sales,XMASPromotion,87,20140907,20140713,20140611,216.11,696.65,96.71,Demimbu
620816179-7,Pink,L,811.25,Carol Coleman,4418 Dwight Avenue,Egypt,4-(872)200-0520,940,Robert Henderson,OnlineSales,ValentinesPromotion,24,20140601,20140905,20140201,669.28,73.3,13.97,Eabox
686819127-8,Aquamarine,S,385.96,Marie Patterson,96261 Susan Center,Ireland,7-(208)736-2369,732,Jane Peterson,Onsite Consultant Sales,EasterPromotion,4,20140913,20140919,20140917,910.37,774.16,61.49,Skinder
153522854-7,Indigo,XS,48.47,Ronald Wheeler,7 Arrowood Parkway,Myanmar,0-(431)388-7212,651,Evelyn Hart,OnlineSales,NewYearPromotion,26,20140413,20140606,20140406,89.3,147.24,84.62,Rhybox
011506831-7,Orange,3XL,712.77,Douglas Hudson,70084 Shopko Way,Andorra,3-(636)038-2512,724,Margaret Stanley,Onsite Consultant Sales,AutumnPromotion,29,20140405,20140711,20140616,967.67,472.83,55.11,Twimbo
304094232-8,Maroon,M,409.09,Joan Moreno,8 Forest Center,Jordan,8-(825)464-6962,955,Scott Stevens,Onsite Consultant Sales,NewYearPromotion,97,20140712,20140820,20140403,77.19,584.03,53.06,Ntags
308039487-9,Teal,S,772.38,Helen Phillips,2596 Mcbride Hill,Monaco,2-(873)710-2855,164,Judy Jones,OnlineSales,WinterPromotion,63,20140614,20140307,20140919,748.57,669.04,13.68,Devpoint
174285369-2,Green,XL,620.39,Justin Garrett,71818 Farmco Way,United Kingdom,4-(608)774-7559,679,Steven Kelley,Order via Third Party,AutumnPromotion,19,20140816,20140906,20140705,667.94,696.39,13.5,Vimbo
157248964-2,Purple,3XL,878.42,James Williamson,1 Clarendon Alley,Pitcairn Island,3-(362)732-1275,348,William Franklin,Order via Third Party,XMASPromotion,83,20140910,20141019,20140216,470.35,273.91,81.82,Zoozzy
618728783-5,Puce,S,638.0,Michael Wagner,4 Heffernan Plaza,Tunisia,6-(276)820-3408,721,Ryan Snyder,Onsite Consultant Sales,AutumnPromotion,15,20140908,20140807,20140520,349.94,8.19,61.99,Gigashots
916955654-7,Turquoise,XL,431.42,Jose Gutierrez,41 8th Point,Namibia,0-(441)521-2229,382,John Simpson,Order via Third Party,SpringPromotion,77,20141110,20141013,20141118,872.67,422.8,93.76,Omba
879543687-1,Purple,L,494.02,Nicole Mccoy,95293 Towne Park,Saint Vincent and the Grenadines,4-(392)712-0539,728,Jose Holmes,Onsite Consultant Sales,BankHolidayPromotion,8,20141106,20141002,20140912,57.19,75.28,45.84,Mycat
797347865-5,Yellow,3XL,848.62,Margaret Thomas,901 Shelley Junction,Tajikistan,6-(448)498-9435,949,Carolyn Perkins,OnlineSales,WinterPromotion,82,20140717,20140820,20140512,94.85,50.32,3.77,Tanoodle
486444445-5,Maroon,M,24.86,Nicole Williams,6 Mitchell Avenue,China,1-(615)381-8203,660,Albert Owens,Order via Third Party,SummerPromotion,71,20140703,20140611,20141011,180.74,10.23,42.19,Zoomdog
